Feature1,Feature2,Feature3,Feature4,Feature5
120.8964207,38.4573669,9784.19898,729.107,122.237
116.9334984,36.4224701,6355.15728,747.901,345.516
115.4114964,39.7297211,9784.19898,771.162,131.885
116.918876,40.446586,11308.21751,865.677,182.452
114.6502752,38.7225037,8412.5823,762.241,185.018
116.9918823,38.9891285,1584.97927,385.216,0
120.1328683,38.3262634,6309.43672,798.762,190.554
120.1145404,38.5604095,6888.56376,817.932,235.05
115.0786823,39.491684,10546.20824,804.685,132.762
117.4735824,38.1409002,7079.06608,704.016,206.228
117.9447021,38.7827159,8412.5823,722.731,66.917
116.8270012,38.3085813,9479.39527,740.654,192.125
117.0831091,40.7929346,2788.95391,524.208,186.899
115.4593227,39.7506866,6682.82126,583.674,101.346
118.06073,38.5370132,4983.5406,674.212,333.928
120.1328683,38.3262634,6309.43672,800.923,190.66
117.1092423,37.9025993,9479.39527,756.09,184.496
116.6101406,39.844162,1417.33723,380.634,6.987
114.6946359,38.3133087,9799.43916,834.521,184.838
116.2915968,38.7819672,4785.41819,617.164,332.281
116.453125,39.6703739,2720.37308,384.146,219.523
116.8105217,37.4479701,9479.39527,805.697,179.21
116.3642021,38.7825165,4206.29115,647.154,288.176
117.108287,38.2623084,8869.78786,788.687,183.635
117.0635986,38.6966873,9563.21629,762.813,183.759
114.9227295,39.3786776,7802.97488,770.468,133.052
118.1763491,39.0367584,9746.09851,963.271,258.128
116.2462158,38.885736,3596.68374,650.168,149.344
117.3454633,39.1338272,0,0,205.313
116.9855347,40.0805969,9464.15508,918.034,340.066
117.383667,39.2996785,746.76908,389.471,98.477
116.6478882,39.6073422,2773.71373,395.795,7.258
117.1334839,37.9814588,11323.45769,819.892,183.237
117.3617249,39.1247584,0,0,295.313
117.3093248,37.3323344,6888.56376,734.161,171.441
115.7100053,39.9929344,5478.84662,722.56,139.574
118.4902344,38.8596667,2987.07632,548.417,20.148
118.9300537,38.8972344,8107.77859,797.774,253.963
116.5152641,39.2628479,5074.98171,697.543,33.521
117.9437256,38.7829742,8412.5823,722.731,66.917
115.8409424,39.7317298,4076.74957,562.6,82.243
118.0774966,40.7655619,9608.93684,870.188,303.014
117.0186648,39.2754822,7482.93099,768.239,183.594
117.7285767,38.9250726,1562.119,363.186,60.69
116.9245048,39.467514,10081.38259,871.728,188.922
120.132693,37.8797607,7193.36747,702.731,96.507
116.7863398,38.8678436,2430.80956,415.876,295.31
114.6608436,39.1885529,8412.5823,785.776,134.427
116.8290312,38.3012726,9479.39527,740.654,192.125
120.59552,38.7999868,1257.31529,437.613,51.53
118.5539139,41.4808836,9784.19898,737.022,160.017
120.8952637,38.4568037,9784.19898,729.107,122.237
118.2270415,37.486143,8869.78786,821.739,195.289
118.2036133,39.0275806,6675.20117,758.262,255.285
116.9918823,38.9891285,1584.97927,385.22,0.275
117.0637446,38.6947174,9570.83638,762.813,183.759
117.3522949,39.1583459,182.88222,247.711,205.224
116.9918823,38.9895475,1577.35918,385.22,0.275
117.4745276,38.1393585,7094.30627,704.016,206.228
116.0171509,40.1460114,5928.43209,670.416,131.528
116.9334984,36.4224701,6355.15728,746.108,345.481
117.1641846,39.1115143,11308.21751,931.852,249.404
115.4555014,39.7502747,6682.82126,583.674,101.346
116.9920946,39.7865753,6050.35357,709.316,180
119.626425,38.7413177,8869.78786,978.112,252.251
116.291955,38.7825165,4785.41819,617.164,332.281
116.8747559,39.8095186,5059.74153,664.871,179.84
118.0620117,38.539108,4983.5406,674.212,333.928
114.520813,40.365921,11910.20483,1024.991,258.325
117.3454742,39.1338245,0,0,205.313
115.4555014,39.7502747,6682.82126,588.45,103.468
116.3642021,38.7825165,4206.29115,647.75,288.849
116.7863398,38.8678436,2430.80956,415.876,295.31
114.6946359,38.3133087,9799.43916,834.521,184.838
115.4088692,39.7279358,9784.19898,771.162,131.885
116.9855347,40.0805969,9464.15508,918.034,340.066
121.2626117,38.0929514,10698.6101,895.451,334.389
116.291955,38.7825165,4785.41819,617.164,332.281
117.3829956,39.2996319,746.76908,389.471,98.477
116.6469727,39.6130681,2727.99317,395.795,7.258
115.8409424,39.7317298,4076.74957,564.496,80.939
117.4745276,38.1393585,7094.30627,702.355,206.295
117.0186648,39.2754822,7482.93099,768.239,183.594
116.9859619,40.0814209,9464.15508,918.034,340.066
117.3617554,39.1247701,0,0,295.313
117.0637446,38.6947174,9570.83638,762.813,183.759
116.8997259,39.3702393,4206.29115,509.229,336.418
116.5152641,39.2628479,5074.98171,696,33.605
116.9731209,40.6264638,9784.19898,778.53,120.286
116.9246826,39.4664286,10081.38259,871.728,188.922
115.8399035,39.7318726,4084.36967,564.496,80.939
116.8139847,39.2145996,4206.29115,507.441,339.713
116.8139847,39.2145996,4206.29115,507.664,339.053
114.9227295,39.3786776,7802.97488,770.468,133.052
120.4195648,38.1544647,9791.81907,741.439,133.583
118.5539139,41.4808836,9784.19898,737.022,160.017
115.7273533,37.7533993,7056.2058,785.835,335.791
116.9237061,39.0879123,8290.66081,752.24,185.935
116.9236825,40.2883549,3154.71836,574.419,324.978
118.2036133,39.0275806,6675.20117,758.262,255.285
118.4898775,38.8604279,2987.07632,548.417,20.148
117.7279398,38.9253387,1562.119,363.186,60.69
116.995916,38.5306091,11087.23482,888.439,186.103
115.4555014,39.7502747,6682.82126,588.45,103.468
117.0187378,39.2743541,7490.55109,768.239,183.594
116.4109537,38.9800415,5417.88588,663.885,329.859
117.0144043,40.1417542,10706.23019,902.844,339.967
118.2277923,37.4833374,8869.78786,821.739,195.289
116.9918558,38.9901123,1577.35918,385.22,0.275
117.4749366,38.1387177,7101.92636,702.355,206.295
116.9268799,40.2918549,3185.19873,574.419,324.978
116.8252425,40.6549538,3596.68374,586.733,126.4
116.7141307,40.4058062,3611.92392,512.147,164.908
117.3524342,39.15802,182.88222,247.711,205.224
117.0831091,40.7929346,2788.95391,524.208,186.899
118.661499,38.4695124,6728.54182,683.348,64.129
117.1084661,38.2603532,8869.78786,788.687,183.635
117.1084661,38.2603532,8869.78786,786.838,183.644
118.1763491,39.0367584,9746.09851,963.271,258.128
118.0620117,38.539108,4983.5406,674.212,333.928
114.520813,40.365921,11910.20483,1024.991,258.325
116.3642021,38.7825165,4206.29115,647.75,288.849
114.9209329,39.3773346,7802.97488,770.468,133.052
117.1094811,37.9001786,9479.39527,756.09,184.496
119.7811293,37.6700708,7193.36747,695.726,99.036
117.3454633,39.1338272,0,0,205.313
119.2030042,36.5119443,9784.19898,673.082,83.364
116.9920946,39.7858887,6057.97366,709.316,180
116.8104391,37.4458923,9471.77518,805.697,179.21
116.8747559,39.8095186,5059.74153,666.723,179.841
116.9418335,39.6384857,3169.95855,570.416,0
118.0625,38.5398994,4975.92051,674.212,333.928
116.2925415,38.7834142,4785.41819,617.164,332.281
117.3517914,39.1271093,53.34065,263.401,267.188
120.132693,37.8797607,7193.36747,702.731,96.507
117.6720477,37.1625366,7802.97488,775.51,330.374
116.4124756,38.9821457,5410.26579,663.885,329.859
117.309382,37.3326416,6888.56376,734.161,171.441
116.6468612,39.6135406,2720.37308,395.795,7.258
115.4078369,39.7272608,9784.19898,771.162,131.885
116.9865417,40.0827337,9464.15508,918.034,340.066
118.1219549,38.7117462,9174.59156,863.932,64.204
117.3824078,39.2995605,746.76908,389.471,98.477
116.8104391,37.4458923,9471.77518,805.673,179.341
117.0170038,40.1472551,10706.23019,902.844,339.967
117.3618084,39.1247978,0,0,295.313
116.7875366,38.8682789,2430.80956,415.876,295.31
118.2056885,39.0271617,6682.82126,758.262,255.285
120.5524411,38.7896118,7079.06608,693.244,106.45
116.9000854,39.3709034,4198.67106,509.229,336.418
116.9918558,38.9904785,1577.35918,385.22,0.275
117.7273427,38.9255676,1562.119,363.186,60.69
118.9324951,38.8966827,8107.77859,797.774,253.963
120.59552,38.7999868,1257.31529,438.768,51.34
117.3526134,39.1577911,175.26213,247.711,205.224
115.0756836,39.4895185,10553.82833,804.685,132.762
120.8928979,38.4556274,9784.19898,729.107,122.237
114.2280995,40.1087098,10896.7325,753.766,90.141
117.063864,38.6927948,9578.45647,762.813,183.759
116.8747559,39.8081686,5074.98171,666.723,179.841
116.7139282,40.4051971,3611.92392,512.147,164.908
117.1697998,39.1099781,11308.21751,931.852,249.404
117.1697998,39.1099781,11308.21751,932.115,250.017
118.1812134,39.0359601,9753.71861,963.271,258.128
116.8290312,38.3012726,9479.39527,742.465,192.095
116.9418335,39.6390908,3169.95855,570.416,0
118.0774966,40.7655619,9608.93684,867.626,302.978
116.2447258,38.8838196,3596.68374,650.168,149.344
116.4208603,36.5667572,9174.59156,753.09,31.423
116.9190674,40.4431458,11308.21751,865.677,182.452
116.9141235,40.6537628,10089.00268,787.729,182.291
119.1444596,38.8685303,8869.78786,985.104,252.042
117.3818704,39.299469,746.76908,389.471,98.477
116.2447258,38.8838196,3596.68374,648.576,149.261
114.9202164,39.3768311,7802.97488,770.468,133.052
120.4181038,38.1534119,9784.19898,741.439,133.583
116.2931492,38.784256,4785.41819,617.164,332.281
116.3677249,38.7834778,4206.29115,647.75,288.849
116.995916,38.5306091,11087.23482,888.439,186.103
118.1219549,38.7117462,9174.59156,863.932,64.204
117.063864,38.6927948,9578.45647,762.813,183.759
116.6467896,39.6140457,2720.37308,395.795,7.258
117.1337824,37.9774087,11323.45769,819.892,183.237
118.5539139,41.4808836,9784.19898,737.022,160.017
114.6866884,38.3612823,12222.62863,848.38,178.874
114.6866884,38.3612823,12222.62863,845.324,177.489
115.0756836,39.4895185,10553.82833,804.685,132.762
116.9003906,39.3713689,4198.67106,509.229,336.418
116.9334984,36.4224701,6324.67691,746.108,345.481
116.9246826,39.4664286,10081.38259,871.728,188.922
115.6442871,38.6894717,3619.54401,618.892,265.194
117.0189036,39.2724152,7498.17118,768.239,183.594
118.2069092,39.0269289,6690.44136,758.262,255.285
118.4893188,38.861715,2987.07632,548.417,20.148
116.4176779,36.570926,9174.59156,753.09,31.423
116.0171509,40.1460114,5928.43209,670.416,131.528
117.3618622,39.1248166,0,0,295.313
118.1812134,39.0359601,9753.71861,963.271,258.128
117.0170038,40.1472551,10706.23019,902.844,339.967
118.661499,38.4695124,6728.54182,683.348,64.129
116.8139847,39.2145996,4206.29115,506.233,338.315
116.0774231,38.3909322,6339.91709,746.393,334.579
117.7267456,38.925864,1562.119,363.186,60.69
116.9918558,38.9908905,1577.35918,385.22,0.275
117.3527832,39.1575079,175.26213,247.711,205.224
119.1444596,38.8685303,8869.78786,985.104,252.042
115.0745027,39.4886627,10561.44843,804.685,132.762
116.5152641,39.2628479,5074.98171,696,33.605
116.9418202,39.639679,3169.95855,570.416,0
117.1084661,38.2603532,8869.78786,786.838,183.644
117.4760901,38.1368501,7117.16654,702.355,206.295
116.9239674,39.0860596,8305.901,752.24,185.935
115.7100053,39.9929344,5478.84662,723.762,139.462
116.8300463,38.2982933,9479.39527,742.465,192.095
116.156637,40.2279767,4175.81078,552.682,126.14
114.2280995,40.1087098,10896.7325,753.766,90.141
118.1829768,39.0356598,9753.71861,963.271,258.128
116.7139282,40.4051971,3611.92392,510.36,164.854
116.9873532,40.0844561,9464.15508,918.034,340.066
116.453125,39.6703739,2720.37308,384.146,219.523
115.8947754,40.1754192,7452.45062,761.181,90.279
118.0625,38.5398994,4975.92051,674.212,333.928
117.3454633,39.1338272,0,0,205.313
119.1444596,38.8685303,8869.78786,983.916,251.906
114.7754238,37.6249617,11003.4138,889.17,185.378
116.7875366,38.8682789,2430.80956,415.088,295.079
116.3677249,38.7834778,4206.29115,647.313,289.731
118.0625,38.5398994,4975.92051,672.549,333.858
117.9437256,38.7829742,8412.5823,721.52,68.308
116.8104022,37.4437804,9479.39527,805.673,179.341
120.5524411,38.7896118,7079.06608,695.021,106.407
117.3086681,37.3288895,6888.56376,734.161,171.441
116.8747559,39.8081686,5074.98171,666.723,179.841
116.512085,39.2665798,5059.74153,696,33.605
117.1086478,38.258194,8869.78786,786.838,183.644
117.3811646,39.2993992,739.14899,389.471,98.477
116.2935672,38.7848511,4785.41819,617.164,332.281
117.3527832,39.1575079,175.26213,246.037,205.408
116.3688965,38.7838331,4206.29115,647.313,289.731
116.9246826,39.4664286,10081.38259,869.898,188.941
115.4555014,39.7502747,6682.82126,588.45,103.468
116.9190674,40.4431458,11308.21751,865.677,182.452
117.063864,38.6927948,9578.45647,762.694,183.62
118.1194458,38.7126548,9174.59156,863.932,64.204
120.1145404,38.5604095,6888.56376,817.932,235.05
116.7887281,38.8687134,2423.18947,415.088,295.079
116.9003906,39.3713689,4198.67106,507.532,336.335
115.3510106,37.8701477,7193.36747,729.928,154.93
118.2277923,37.4833374,8869.78786,815.965,192.585
115.7273533,37.7533993,7056.2058,785.835,335.791
117.1853768,37.3085175,10690.99,896.414,191.681
116.9334984,36.4224701,6317.05682,746.108,345.481
114.6502752,38.7225037,8412.5823,762.241,185.018
117.3618927,39.1248283,0,0,295.313
116.8148804,39.2163034,4206.29115,506.233,338.315
116.8148804,39.2163034,4206.29115,505.898,337.848
120.59552,38.7999868,1257.31529,437.323,51.189
116.4124756,38.9821457,5410.26579,663.885,329.859
116.9918823,38.9914561,1577.35918,385.22,0.275
114.6608436,39.1885529,8412.5823,785.776,134.427
117.0187842,39.2714996,7505.79127,768.239,183.594
119.7811293,37.6700708,7193.36747,695.726,99.036
116.0140644,40.1438102,5943.67228,670.416,131.528
116.9418202,39.6403198,3162.33845,568.564,0
117.3529053,39.1572286,175.26213,246.037,205.408
118.208313,39.0266496,6690.44136,758.262,255.285
114.6946359,38.3133087,9799.43916,834.521,184.838
117.7271636,38.9256592,1562.119,363.186,60.69
118.9354805,38.8959961,8107.77859,797.774,253.963
116.9877902,40.0853406,9464.15508,918.034,340.066
116.6260827,39.7398834,2026.94465,394.198,5.121
118.1842306,39.0354767,9761.3387,963.271,258.128
117.4760901,38.1368501,7117.16654,700.695,206.362
118.6582031,38.4707693,6713.30163,683.348,64.129
118.0774966,40.7655619,9608.93684,867.626,302.978
117.3454742,39.1338245,0,0,205.313
117.1726685,39.1092333,11308.21751,932.115,250.017
117.1726685,39.1092333,11308.21751,934.233,250.667
114.520813,40.365921,11917.82492,1024.991,258.325
116.3688965,38.7838331,4206.29115,648.343,290.92
117.1095243,37.8996735,9479.39527,756.09,184.496
120.4166047,38.1522124,9791.81907,741.439,133.583
117.3811646,39.2993992,739.14899,387.639,98.517
116.2437134,38.8823842,3596.68374,648.576,149.261
116.8747559,39.8061668,5082.6018,666.723,179.841
117.0640869,38.6906356,9586.07657,762.694,183.62
116.8104022,37.4428959,9479.39527,805.673,179.341
118.0639038,38.5421339,4975.92051,672.549,333.858
116.2939453,38.7854625,4785.41819,617.164,332.281
118.0639038,38.5421339,4975.92051,672.549,333.858
117.6720477,37.1625366,7802.97488,775.51,330.374
116.9246826,39.4664286,10081.38259,869.898,188.941
116.156637,40.2279767,4175.81078,552.682,126.14
116.512085,39.2665798,5059.74153,696,33.605
116.9254761,39.4625648,10081.38259,869.898,188.941
117.3806152,39.2993526,739.14899,387.639,98.517
115.0745027,39.4886627,10561.44843,804.685,132.762
118.9354805,38.8959961,8107.77859,797.774,253.963
117.1339514,37.9753876,11323.45769,819.892,183.237
116.9920946,39.7826843,6080.83394,709.316,180
115.4050293,39.7253521,9784.19898,771.162,131.885
118.0774966,40.7655619,9608.93684,867.626,302.978
116.9877902,40.0853406,9464.15508,918.034,340.066
117.3529053,39.1572286,175.26213,246.037,205.408
116.0774231,38.3909322,6339.91709,746.393,334.579
117.0640869,38.6906356,9586.07657,762.694,183.62
117.9384766,38.784578,8412.5823,721.52,68.308
117.1087062,38.2570038,8862.16776,786.838,183.644
115.7273533,37.7533993,7056.2058,785.835,335.791
116.6467896,39.6140457,2720.37308,395.795,7.258
116.5113831,39.2674255,5059.74153,696,33.605
117.3619385,39.1248399,0,0,295.313
116.9918823,38.9918285,1569.73909,385.22,0.275
115.1248779,38.9324279,6004.63302,703.246,115.755
115.8399035,39.7318726,4084.36967,565.906,78.102
116.7892058,38.8688965,2423.18947,415.088,295.079
116.9418202,39.6403198,3162.33845,568.564,0
118.1842306,39.0354767,9761.3387,963.271,258.128
117.1095243,37.8996735,9479.39527,756.09,184.496
118.4886833,38.8629913,2987.07632,548.417,20.148
116.9003906,39.3713689,4198.67106,507.532,336.335
116.8151789,39.2168884,4206.29115,505.898,337.848
117.7271636,38.9256592,1562.119,363.186,60.69
116.0133778,40.1433447,5951.29237,670.416,131.528
116.4124756,38.9821457,5410.26579,663.885,329.859
117.0188599,39.2703506,7513.41136,768.239,183.594
118.2093678,39.026413,6698.06145,758.262,255.285
116.7654419,40.8170487,6378.01756,791.454,13.809
116.9682617,40.6243286,9784.19898,778.53,120.286
118.9364359,38.8957672,8107.77859,797.774,253.963
116.9417725,39.6409995,3162.33845,568.564,0
116.6101406,39.844162,1417.33723,380.634,6.987
117.7267456,38.9258423,1562.119,363.186,60.69
116.8300463,38.2982933,9479.39527,742.465,192.095
117.0170038,40.1472551,10706.23019,902.844,339.967
116.996582,38.5259803,11094.85491,888.439,186.103
116.6182861,40.6740875,4526.33504,705.719,348.955
118.2093678,39.026413,6698.06145,760.054,255.32
116.8747559,39.8061668,5082.6018,666.723,179.841
116.1520178,40.2253697,4191.05096,552.682,126.14
118.1854248,39.0352478,9761.3387,963.271,258.128
116.3688965,38.7838331,4206.29115,648.343,290.92
117.1097581,37.8969727,9479.39527,756.09,184.496
116.9884033,40.0865936,9464.15508,918.034,340.066
117.3531507,39.1569214,175.26213,246.037,205.408
115.6442871,38.6894717,3619.54401,609.665,265.121
116.9522095,36.8737335,8100.1585,887.734,272.152
115.0726318,39.4873305,10569.06852,804.685,132.762
116.9268799,40.2918549,3185.19873,574.419,324.978
119.1486206,38.867441,8869.78786,983.916,251.906
118.0639038,38.5421339,4975.92051,670.071,333.931
118.6582031,38.4707693,6713.30163,683.348,64.129
118.0643364,38.5428314,4968.30041,670.071,333.931
114.520813,40.365921,11917.82492,1024.991,258.325
117.4772843,38.1349415,7132.40673,700.695,206.362
116.9256592,39.4616803,10089.00268,869.898,188.941
117.1311646,40.8126068,1508.77835,477.144,186.463
117.6720477,37.1625366,7802.97488,774.597,330.493
114.6608436,39.1885529,8412.5823,787.361,136.62
116.2943115,38.7860211,4785.41819,617.164,332.281
114.6502752,38.7225037,8412.5823,762.241,185.018
118.1194458,38.7126548,9174.59156,863.932,64.204
116.4145959,38.9849396,5387.40551,663.885,329.859
116.6465454,39.6153958,2705.13289,395.795,7.258
116.6465454,39.6153958,2705.13289,393.958,7.292
116.2430539,38.8815765,3596.68374,648.576,149.261
116.8747559,39.8055151,5090.2219,666.723,179.841
117.3800195,39.2992401,739.14899,387.639,98.517
114.6309894,38.896637,11613.02121,865.677,182.452
116.8747559,39.8055151,5090.2219,668.575,179.841
115.8399035,39.7318726,4084.36967,567.344,76.599
117.3619876,39.124855,0,0,295.313
116.9334984,36.4224701,6317.05682,746.108,345.481
116.9239674,39.0860596,8305.901,752.24,185.935
116.9918823,38.9922475,1569.73909,385.22,0.275
116.9920654,39.7815872,6088.45404,709.316,180
116.37077,38.7844391,4206.29115,648.343,290.92
116.510786,39.268158,5052.12143,696,33.605
120.8928979,38.4556274,9784.19898,729.107,122.237
117.9372771,38.7848969,8412.5823,721.52,68.308
116.9190674,40.4431458,11308.21751,865.677,182.452
117.0640869,38.6906356,9586.07657,764.542,183.611
116.6260827,39.7398834,2026.94465,394.198,5.121
116.8154907,39.2175138,4206.29115,505.898,337.848
116.8154907,39.2175138,4206.29115,506.599,337.654
117.9372771,38.7848969,8412.5823,719.878,69.047
115.8356045,39.7326965,4114.85004,567.344,76.599
116.9417725,39.6416047,3162.33845,566.712,0
117.019251,40.1519103,10706.23019,902.844,339.967
115.6576538,38.6885873,3596.68374,609.665,265.121
116.789917,38.8691634,2423.18947,415.088,295.079
117.019104,39.2697454,7513.41136,768.239,183.594
116.4159966,36.5731659,9174.59156,753.09,31.423
118.1164617,38.7138062,9174.59156,863.932,64.204
116.453125,39.6703739,2720.37308,381.296,219.877
118.210562,39.0261841,6698.06145,760.054,255.32
116.9015768,39.3734894,4191.05096,507.532,336.335
118.1835738,39.0355682,9768.95879,963.271,258.128
116.6260827,39.7398834,2026.94465,392.353,5.145
120.1505127,40.8763733,6568.51987,720.485,194.286
117.7263276,38.9260254,1562.119,363.186,60.69
116.37077,38.7844391,4206.29115,649.651,292.105
117.3532702,39.1566467,175.26213,246.037,205.408
118.9379272,38.8954654,8107.77859,797.774,253.963
120.59552,38.7999868,1257.31529,437.323,51.189
120.1145404,38.5604095,6888.56376,820.789,238.282
116.987793,40.0853119,9464.15508,918.034,340.066
116.7130696,40.4028734,3611.92392,510.36,164.854
116.9258781,39.4606476,10081.38259,869.898,188.941
118.6564636,38.4714203,6705.68154,683.348,64.129
119.6412964,38.7376068,8869.78786,978.112,252.251
120.8890169,38.4537048,9784.19898,729.107,122.237
117.4772843,38.1349415,7132.40673,699.875,206.226
117.1754761,39.108535,11308.21751,934.233,250.667
117.1754761,39.108535,11308.21751,934.715,251.278
117.2706961,36.8518982,10089.00268,926.907,191.175
118.064814,38.5435638,4968.30041,670.071,333.931
116.6259766,39.7409471,2026.94465,392.353,5.145
115.0714576,39.4865112,10569.06852,804.685,132.762
114.916216,39.3739471,7802.97488,770.468,133.052
117.4778585,38.1340027,7140.02682,699.875,206.226
116.3668823,40.3729248,3657.64448,639.112,88.672
116.2430539,38.8815765,3596.68374,648.576,149.261
117.3532702,39.1566467,175.26213,246.037,205.408
116.9268799,40.2918549,3185.19873,576.998,324.933
116.3715462,38.784668,4198.67106,649.651,292.105
114.6866884,38.3612823,12222.62863,842.294,176.597
117.3086681,37.3288895,6888.56376,734.161,171.441
115.4555014,39.7502747,6682.82126,596.39,106.972
118.2292507,37.4777635,8869.78786,815.965,192.585
116.8104022,37.4428959,9479.39527,805.673,179.341
116.8747678,39.8045197,5097.84199,668.575,179.841
120.4166047,38.1522124,9791.81907,741.439,133.583
116.9141235,40.6537628,10089.00268,787.729,182.291
117.1754761,39.108535,11308.21751,934.715,251.278
117.0642223,38.6886292,9586.07657,764.542,183.611
116.9682617,40.6243286,9784.19898,778.53,120.286
116.2948807,38.786911,4785.41819,617.164,332.281
116.510786,39.268158,5052.12143,696,33.605
118.1164617,38.7138062,9174.59156,863.932,64.204
114.2280995,40.1087098,10896.7325,753.766,90.141
117.019251,40.1519103,10706.23019,902.844,339.967
117.3620174,39.1248779,0,0,295.313
117.379303,39.2991943,739.14899,387.639,98.517
116.9918823,38.9926199,1569.73909,385.22,0.275
116.9920654,39.780889,6096.07413,709.316,180
120.59552,38.7999868,1257.31529,437.323,51.189
116.8157959,39.2179793,4206.29115,506.599,337.654
117.9362023,38.7852173,8412.5823,719.878,69.047
115.4030178,39.723999,9784.19898,771.162,131.885
115.7273533,37.7533993,7056.2058,785.835,335.791
117.0831091,40.7929346,2788.95391,524.208,186.899
115.8356045,39.7326965,4114.85004,567.344,76.599
116.6182861,40.6740875,4526.33504,705.719,348.955
118.210562,39.0261841,6698.06145,760.054,255.32
117.3563995,39.125771,0,0,0
116.4145959,38.9849396,5387.40551,663.885,329.859
117.0192022,39.2686157,7521.03146,768.239,183.594
116.4152819,36.5741381,9174.59156,753.09,31.423
115.1801147,40.0440216,5395.0256,649.492,115.323
117.725708,38.926283,1562.119,363.186,60.69
116.9260572,39.4597778,10089.00268,869.898,188.941
116.996582,38.5259803,11094.85491,888.439,186.103
116.9417725,39.6416047,3162.33845,566.712,0
118.1835738,39.0355682,9768.95879,963.271,258.128
116.9968872,38.5237458,11102.47501,888.439,186.103
119.7811293,37.6700708,7193.36747,695.726,99.036
116.9881592,40.0861816,9464.15508,918.034,340.066
117.3534546,39.1563907,167.64204,246.037,205.408
116.5331169,36.9625699,6614.24043,639.329,111.586
120.1381226,38.5482323,6888.56376,820.789,238.282
117.6720477,37.1625366,7802.97488,774.597,330.493
117.1311646,40.8126068,1508.77835,464.483,186.87
117.4778585,38.1340027,7140.02682,699.875,206.226
118.4886833,38.8629913,2987.07632,548.417,20.148
119.2030042,36.5119443,9784.19898,673.082,83.364
115.6576538,38.6885873,3596.68374,609.665,265.121
115.1248779,38.9324279,6004.63302,703.246,115.755
115.7100053,39.9929344,5478.84662,725.171,139.557
118.6564636,38.4714203,6705.68154,683.348,64.129
120.1505127,40.8763733,6568.51987,718.691,194.323
114.916216,39.3739471,7802.97488,770.468,133.052
117.3080379,37.3254547,6888.56376,734.161,171.441
116.8310016,38.2945226,9479.39527,742.465,192.095
114.6608436,39.1885529,8412.5823,787.84,137.572
119.2030042,36.5119443,9784.19898,672.266,83.991
116.4562988,39.6674412,2705.13289,381.296,219.877
116.6463623,39.6163734,2705.13289,393.958,7.292
120.1328683,38.3262634,6309.43672,800.923,190.66
118.0653076,38.5443684,4968.30041,670.071,333.931
119.6412964,38.7376068,8869.78786,978.112,252.251
117.3787842,39.2991199,731.5289,387.639,98.517
114.6866884,38.3612823,12222.62863,840.918,176.085
116.3726807,38.7850435,4198.67106,649.651,292.105
116.9418202,39.6427917,3154.71836,566.712,0
115.0703125,39.4856547,10576.68861,804.685,132.762
117.3620758,39.1248865,0,0,295.313
116.8104022,37.4428959,9479.39527,807.525,179.343
115.4030178,39.723999,9784.19898,770.772,130.81
116.2420044,38.8801963,3596.68374,648.576,149.261
116.9920946,39.7798462,6096.07413,709.316,180
118.114502,38.7145634,9174.59156,863.932,64.204
117.10894,38.2542572,8869.78786,786.838,183.644
117.9351807,38.7854625,8412.5823,719.878,69.047
114.6502752,38.7225037,8412.5823,762.241,185.018
118.5539139,41.4808836,9784.19898,737.022,160.017
118.2292507,37.4777635,8869.78786,813.587,191.156
116.9239674,39.0860596,8305.901,750.398,185.95
118.9379272,38.8954654,8107.77859,798.287,253.836
116.0133778,40.1433447,5951.29237,670.416,131.528
116.2948807,38.786911,4785.41819,618.027,332.13
115.4020625,39.7234039,9784.19898,770.772,130.81
116.9918558,38.9931793,1569.73909,385.22,0.275
116.8161621,39.2186776,4206.29115,506.599,337.654
114.7754238,37.6249617,11003.4138,891.014,185.367
116.9190674,40.4431458,11308.21751,865.677,182.452
116.789917,38.8691634,2423.18947,415.088,295.079
117.1097581,37.8969727,9479.39527,757.794,184.345
116.5094604,39.2696988,5052.12143,696,33.605
116.9262364,39.4589081,10089.00268,869.898,188.941
118.1866455,39.0350756,9776.57888,963.271,258.128
116.9334984,36.4224701,6301.81663,744.315,345.445
120.59552,38.7999868,1257.31529,435.881,51.036
119.1486206,38.867441,8869.78786,983.916,251.906
115.0703125,39.4856547,10576.68861,805.944,132.858
117.1339514,37.9753876,11323.45769,818.043,183.245
120.1381226,38.5482323,6888.56376,821.673,238.926
117.3536377,39.1561114,167.64204,246.037,205.408
117.3454742,39.1338245,0,0,205.313
116.9148809,40.6401967,10089.00268,787.729,182.291
118.2131295,39.0256348,6713.30163,760.054,255.32
116.1520178,40.2253697,4191.05096,567.117,126.234
120.4133208,38.1497917,9791.81907,741.439,133.583
114.6946359,38.3133087,9799.43916,834.521,184.838
116.2957167,38.7881012,4785.41819,618.027,332.13
116.9889762,40.087901,9464.15508,918.034,340.066
120.8870239,38.4527071,9784.19898,729.107,122.237
116.7654419,40.8170487,6378.01756,795.052,13.745
116.9889762,40.087901,9464.15508,916.293,340.027
114.9144287,39.3726258,7802.97488,770.468,133.052
118.2131295,39.0256348,6713.30163,759.586,255.456
115.4555014,39.7502747,6682.82126,598.543,108.211
117.3078918,37.3246532,6888.56376,734.161,171.441
117.0644014,38.6868896,9593.69666,764.542,183.611
117.1754761,39.108535,11308.21751,934.73,251.996
116.6258439,39.7419434,2019.32455,392.353,5.145
116.6087673,39.8526306,1363.99659,380.634,6.987
116.9297485,40.2949677,3215.6791,576.998,324.933
